"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"CYP2C18"	-4.01142826403468	4.88795475919321	-14.126281518679	4.35226240846059e-28	1.93089795698434e-25	53.2930601272455
"LEF1"	3.00432092089907	5.61094622166845	14.1131519505157	4.6855419230778e-28	2.00176763269268e-25	53.2201950122025
"SPATA6L"	-2.0023204731059	5.03084435118549	-14.092990036094	5.24784154129103e-28	2.16192329209971e-25	53.1082727353542
"MFSD2A"	-3.36799969479594	5.52999510991588	-14.0864768172558	5.44357932704049e-28	2.16523060473835e-25	53.0721090458836
"EPCAM"	3.51014380463984	6.99446382397114	14.0390471274877	7.1079602114468e-28	2.73301070130129e-25	52.8086501495191
"APOF"	-4.88260334407729	5.87539356299163	-13.9612769727983	1.10128548994466e-27	4.09784778274568e-25	52.3762344526433
"NKD1"	4.09195875902199	7.52364524675261	13.8428427488825	2.14734557599433e-27	7.74050975596707e-25	51.7167275311206
"LGR5"	3.62256979214767	7.41070871851976	13.8357806261902	2.23465375258199e-27	7.81113061697976e-25	51.6773645555145
"FAM3B"	3.60515623714432	6.2728907591367	13.8304234867907	2.30324972596297e-27	7.81411340852439e-25	51.6475020833424
"RDH16"	-3.3354872260331	6.88351542086177	-13.7639831669635	3.35177569996359e-27	1.104649505688e-24	51.2769451555127
"TSPAN5"	3.48234424917218	5.7664688739441	13.7471914779542	3.68534371268992e-27	1.18084554794106e-24	51.1832359102179
"XDH"	-4.03646793197966	6.00089513947014	-13.7214470451164	4.26253404747994e-27	1.3288737902076e-24	51.0395198427755
"AVPR1A"	-3.87108243499024	4.84536656788491	-13.694764234763	4.95661077759613e-27	1.50459224525188e-24	50.8905091172964
"SERPINE2"	2.36302837537309	7.34672743899367	13.6225992966716	7.45587681382397e-27	2.20521894993486e-24	50.4872190487758
"SLC46A3"	-2.48166569476015	6.00487381060016	-13.6069140670141	8.14819295379635e-27	2.34973514305102e-24	50.3995088030635
"UXS1"	1.10208096810261	7.02650198661221	13.5674105648162	1.01910201419715e-26	2.86715652043028e-24	50.1785245667163
"PTPN14"	1.84150490894687	6.81731068748772	13.5090839458864	1.41827717888876e-26	3.8563117460789e-24	49.8520242326175
"IGF2BP1"	3.84946178849363	6.81373707715068	13.5067030104087	1.43755010907146e-26	3.8563117460789e-24	49.8386907643827
"TNFRSF19"	2.93576376937648	6.85557165075501	13.5017013987157	1.47889581460073e-26	3.87705982304986e-24	49.8106798653677
"MTHFD2L"	-1.29992525170305	5.2223251061648	-13.4355308029451	2.15244731300687e-26	5.51743994567426e-24	49.4399237011145
"HSD17B13"	-5.62381483124434	6.18844490597275	-13.4004835343726	2.62614373942942e-26	6.58534087702574e-24	49.2434215736751
"MAGED2"	1.21228182687117	8.29215062896443	13.2581088142415	5.8970561268846e-26	1.44728813667263e-23	48.444251187047
"RAB27A"	-1.65399438251768	6.50551852531427	-13.1940494126046	8.48987430428732e-26	2.04022291874905e-23	48.0842149121354
"RPS3"	1.30347850413632	11.1433782367301	13.1833101564821	9.0249625810428e-26	2.1245498647414e-23	48.0238292684612
"DHODH"	-2.00256187053358	6.7888152555667	-13.1040722498964	1.41709239828791e-25	3.26923216285022e-23	47.5780462643458
"AKR1D1"	-3.64345226805763	6.25140186114772	-13.0009289942997	2.55110028385171e-25	5.74533857857537e-23	46.9971657022824
"HAL"	-4.57526684248295	7.02014975221619	-12.9982749392399	2.59000958895465e-25	5.74533857857537e-23	46.9822097881371
"TDO2"	-4.09483768385255	7.74523471997893	-12.9415885965587	3.57892138947171e-25	7.78921853350116e-23	46.6626721150751
"GCH1"	-1.82915959482796	7.04289397404874	-12.9006655613582	4.5206207809041e-25	9.65654827920903e-23	46.431870401821
"C9"	-5.43774942801841	7.36507720543118	-12.8460664077593	6.17464676320392e-25	1.29499182570104e-22	46.1237827703258
"GPLD1"	-2.47857014449699	5.80555330386733	-12.7123492491214	1.32603931120482e-24	2.7314041883478e-22	45.3685394680215
"KCND3"	-2.57085706467433	5.25425565814873	-12.6974554830045	1.44395998431411e-24	2.92211902088829e-22	45.284357908952
"TRIB2"	1.70194664956692	7.87462250258053	12.6766023603167	1.62692107007795e-24	3.23560940402572e-22	45.1664735101956
"SOCS2"	-2.06343926718365	7.08329109782849	-12.6698227931427	1.69127019552059e-24	3.30657656022542e-22	45.1281431411351
"FRRS1L"	4.4621093860031	5.22457233303314	12.6138710106644	2.32962600292484e-24	4.47870599062301e-22	44.8117117925543
"DKK1"	5.21739082051067	6.23907966775511	12.6052651574689	2.44727572976161e-24	4.62775828570495e-22	44.7630278454909
"F9"	-4.27709293746184	7.38703264843426	-12.5902401810356	2.66712432384648e-24	4.96214178638211e-22	44.6780215489181
"ARHGEF26"	-2.44583067413978	6.41724950369964	-12.5556473788688	3.25145865232956e-24	5.95326596105103e-22	44.4822645631344
"ETNPPL"	-2.61415209444541	5.68922856995305	-12.5027374253014	4.4026840573577e-24	7.93515009400329e-22	44.1827407659177
"PIP4K2B"	0.970433698185014	7.85811293843849	12.4900164413988	4.73560704357875e-24	8.40388111502783e-22	44.1107074002632
"SLC7A6"	1.74333023363557	6.49792306088199	12.4267589959926	6.80532818438047e-24	1.18938576677013e-21	43.7523979073251
"UGP2"	-1.77998101383059	8.82739400133839	-12.3872334917543	8.53656433267457e-24	1.46969059070748e-21	43.5284227856056
"GNMT"	-3.13257901471356	6.14594088728012	-12.3601147924909	9.97323754071466e-24	1.6917837504727e-21	43.3747130486549
"AADAT"	-1.92813121336013	6.24929073949458	-12.3464294490548	1.07877688090401e-23	1.80343352481562e-21	43.2971322517092
"NNMT"	-3.65750025154672	8.22359623865003	-12.3276053052753	1.20180864972296e-23	1.98040896779348e-21	43.1904074134137
"DLK1"	4.74684362742013	7.72548087076692	12.2677993128745	1.69392333247645e-23	2.7520289633966e-21	42.8512378376696
"ARMCX6"	0.890313543585696	6.41868226650801	12.2581579345208	1.79031444321729e-23	2.86823293090437e-21	42.7965467905636
"KYNU"	-1.91849593356434	6.87755704365394	-12.2400303571686	1.98666584125851e-23	3.13920417519409e-21	42.6937078154871
"BMP4"	2.88558853283984	6.04358218741342	12.2050699009487	2.42830420349957e-23	3.74595675898559e-21	42.4953397914265
"KDSR"	-0.856599765772543	7.74021519531549	-12.2045472948902	2.43560257411287e-23	3.74595675898559e-21	42.4923741451687
"GDA"	-3.35713548680082	6.14693271584533	-12.1915167910847	2.6248514763739e-23	3.98390286578592e-21	42.4184263826111
"TUBE1"	-1.31862035797666	6.12320637609651	-12.1772030816639	2.84974800158106e-23	4.26907054522565e-21	42.3371893865389
"OGDHL"	-3.14391615508682	6.46492272630689	-12.1745595156653	2.89334669221533e-23	4.27881462752613e-21	42.3221851106333
"SALL2"	1.74760267108595	5.07288105766571	12.1641677394823	3.0713011401741e-23	4.48448843695041e-21	42.2632013637514
"ACACB"	-1.59967061059441	7.32448303626847	-12.1425419066161	3.47754351225257e-23	5.01418305172917e-21	42.1404409488112
"MGLL"	-2.25450031199205	7.09620395698088	-12.1255089908279	3.83503818053714e-23	5.46137844598715e-21	42.0437411746111
"SMYD2"	1.15481834387486	7.29494684258356	12.1225395074188	3.90102731867264e-23	5.48760367327914e-21	42.02688172705
"GNA12"	1.2680513367296	6.83050516468281	12.0703264162843	5.26597941763964e-23	7.31844247981605e-21	41.7303906449444
"CYP2A6"	-5.10065513047896	7.06995188838343	-12.0597266067697	5.59675326695016e-23	7.68554153979406e-21	41.6701890800859
"SLC7A11"	3.79994893400115	4.95160308849448	12.0256132584418	6.80915252534338e-23	9.24042051527481e-21	41.4764187980942
"SLC25A36"	1.42627495364566	6.69382135465682	11.9529019839487	1.03431333566149e-22	1.3873028287041e-20	41.0632900450263
"UBAP2L"	1.02816454477507	8.82332277161538	11.9225828809188	1.23133910302895e-22	1.6325858107401e-20	40.8909803528522
"LAMC1"	1.44507316968227	8.59381691431619	11.9178868470415	1.26504954036171e-22	1.65822118728094e-20	40.8642896498915
"GGA2"	0.627245908686747	7.78972163199514	11.9041101533038	1.36936975584711e-22	1.77479552064005e-20	40.7859841901861
"TPMT"	-1.28448083970339	6.71824027503927	-11.8725377082967	1.64208048926778e-22	2.1045998270782e-20	40.606511270177
"PEG3"	2.50415019474242	8.55941171738054	11.8649888649401	1.71496172153193e-22	2.17385532504075e-20	40.5635964030599
"AKR7L"	-2.56485217751933	4.83042878143421	-11.8583017392262	1.78222288534739e-22	2.23455880244372e-20	40.5255792268802
"ADRA1A"	-3.21924239064616	5.22433491530127	-11.8540352825917	1.82650925639356e-22	2.26546067446233e-20	40.5013233147108
"ANKH"	-0.967800473509343	7.74602696224623	-11.8496961390138	1.87267987907721e-22	2.29801727714421e-20	40.4766537200102
"PPP1R1A"	-2.8031162772579	6.03983590671412	-11.8428246896153	1.94819650988212e-22	2.36552070963055e-20	40.4375861576898
"CTH"	-2.4853392400435	6.90745109369279	-11.8338388792569	2.05156705348487e-22	2.46508603770291e-20	40.386495776051
"ABCC5"	0.924760197213743	6.38012551786921	11.8090161315591	2.36654534118781e-22	2.81423716604138e-20	40.2453523122288
"SLC26A2"	1.21283179376112	5.41194903819069	11.7776049026602	2.83541295273024e-22	3.32290882018786e-20	40.0667273072579
"SPAG1"	-1.15637617423387	4.59124170382006	-11.7765967420059	2.85191134112352e-22	3.32290882018786e-20	40.0609938988502
"PRKAG2"	-1.46618800933993	6.46515279779686	-11.7467360999395	3.38665558251531e-22	3.9065072144314e-20	39.8911672398742
"HIF1AN"	1.06166522780662	6.95373535247558	11.7433080338024	3.45413887902628e-22	3.94490019500674e-20	39.8716696573823
"PAPSS1"	1.21855402258998	6.38798647712175	11.7394336299514	3.53202965900424e-22	3.99431001143273e-20	39.8496332002255
"ZNF704"	1.26232051901972	6.92124719096413	11.6650067551462	5.42109668948071e-22	6.07110197215146e-20	39.4262629909677
"LRG1"	-2.16196621015243	8.32590491125727	-11.6345106729619	6.4615632873787e-22	7.16674351153012e-20	39.2527626065146
"TTLL1"	1.13458501200379	4.28888699330577	11.6290858604503	6.66656514161373e-22	7.32369799128708e-20	39.221897939992
"HSD11B1"	-4.2325759413664	6.83893898523311	-11.6266714128776	6.7598867312908e-22	7.35615975900371e-20	39.2081607171961
"GREB1"	2.57359658632508	6.16230068313582	11.6153903816202	7.21353235059232e-22	7.77645753869929e-20	39.1439751551324
"NAMPT"	-2.20401576896356	8.85140656294706	-11.6015727740146	7.81088862047704e-22	8.34246298492617e-20	39.0653548791231
"SRD5A2"	-3.76486592780574	6.0291774601273	-11.5890006620523	8.39729539848393e-22	8.88649563500111e-20	38.9938191091168
"CDA"	-2.42350063043582	5.28802034716426	-11.577346500096	8.98015322587676e-22	9.41691522368077e-20	38.9275047179609
"AP1G2"	0.904192529883559	6.94644066799551	11.557890106335	1.00448009030017e-21	1.04384485059572e-19	38.8167904982013
"APCDD1"	3.53364464821327	7.05384281358227	11.5483340567198	1.06130538502567e-21	1.09304978716706e-19	38.7624113791323
"SPTBN2"	-2.33449565518275	5.04191683308702	-11.5134413269989	1.29750389008371e-21	1.3117118952093e-19	38.5638445713493
"N4BP2L1"	-1.50582822767088	6.92317320330919	-11.5133705443922	1.29803291438659e-21	1.3117118952093e-19	38.5634417508922
"TIGD2"	-1.40745843838911	5.1056395616015	-11.5120779327073	1.3077318417778e-21	1.3117118952093e-19	38.5560855508077
"RPS11"	0.899788627981599	11.2096230358037	11.4838280108306	1.5387828866611e-21	1.53016039634791e-19	38.3953126521962
"NSUN6"	-1.84344363798767	7.09964252103128	-11.4570726173837	1.79515060798415e-21	1.7698343814613e-19	38.243039235201
"NDRG3"	1.07077539269144	6.79544948782409	11.4482929304455	1.88826172179416e-21	1.84500521923398e-19	38.1930701254766
"HAAO"	-1.62288719799122	8.09741247866148	-11.4469077937591	1.90338639868959e-21	1.84500521923398e-19	38.1851866482642
"BBOX1"	-3.3002378242494	3.30327285298389	-11.436164593679	2.02488402008743e-21	1.94641976430904e-19	38.1240415266935
"SUCLG2"	-1.35056074500667	8.14106949589511	-11.4313725738841	2.08155120797792e-21	1.98435480859713e-19	38.0967674283604
"PAPSS2"	-1.57037227155832	7.77101773188566	-11.4280022704624	2.12235364558365e-21	2.00666797555798e-19	38.0775850421295
"NT5DC2"	2.54239874474499	6.46322483817652	11.4246507003324	2.16372258317452e-21	2.02914959324537e-19	38.0585092137869
"LPA"	-2.83923749803174	6.22239574168663	-11.4232227670675	2.18159188462355e-21	2.02940825718812e-19	38.0503819561924
"FLVCR1"	1.70717531723888	6.25047204269586	11.4039242381987	2.43808455088198e-21	2.24986442355389e-19	37.9405409611095
"RNF152"	-1.83514799594918	7.50910176913251	-11.3835284140241	2.74201581224449e-21	2.51025019001906e-19	37.8244526417838
"ROBO1"	2.13804855853051	8.16141567361394	11.3570995613773	3.19289352803987e-21	2.90000211385354e-19	37.6740234615545
"ACMSD"	-2.70520084003465	6.19548135805546	-11.3494014850912	3.33766087180143e-21	3.00780610595542e-19	37.6302067602525
"MCC"	-1.4804206436348	6.36361120183293	-11.3257325698192	3.82519635002384e-21	3.42043720135852e-19	37.4954848670058
"NNT"	-1.41490382433944	8.25100647452896	-11.3194638622252	3.96584752120373e-21	3.51892701208347e-19	37.4598036684486
"GSTZ1"	-1.58207537322773	6.54822087262139	-11.3145534904322	4.07962461891361e-21	3.59224961673042e-19	37.4318540315067
"ZSWIM5"	1.87545969353476	6.24023600639957	11.3063808655197	4.27627441334672e-21	3.73688070893594e-19	37.3853357511454
"CPEB3"	-1.64228679063614	6.20174626957577	-11.3014964959583	4.39829914674532e-21	3.8117852989324e-19	37.357534089434
"KIAA1671"	-0.98770806829054	7.6151507619811	-11.3003249443668	4.42808175168566e-21	3.8117852989324e-19	37.3508656581819
"ADK"	-1.27895222828429	7.16764007442147	-11.2936201875671	4.60244822027843e-21	3.92730200106251e-19	37.3127024163984
"SLC1A4"	1.62160599343575	6.93348103202018	11.2913990389502	4.66171330974776e-21	3.92730200106251e-19	37.3000597184914
"DTX1"	-2.09655058129009	5.83496790017926	-11.2912984251239	4.66441590069842e-21	3.92730200106251e-19	37.2994870282628
"GHR"	-2.74020638596479	7.72868911329697	-11.2780362336287	5.03472035157006e-21	4.20836951125802e-19	37.2239991739374
"RBM47"	-1.28589702793853	7.52091289020304	-11.2643552357794	5.44754987320114e-21	4.51592827916098e-19	37.1461276831738
"TTC39C"	-1.57197831957785	8.07697832595471	-11.2632934582938	5.48097060322962e-21	4.51592827916098e-19	37.1400841153761
"GNG4"	4.04316048762447	4.78458674597379	11.2474904061954	6.00332819974958e-21	4.91123338894407e-19	37.0501344381167
"RPL30"	0.83186041638304	11.021622672386	11.2371310500494	6.37247478064477e-21	5.17651384469982e-19	36.9911701518308
"GOT1"	-1.83742963543373	9.28492126262561	-11.229035954929	6.67666545075801e-21	5.38568783038417e-19	36.9450939995649
"C8G"	-2.53223305534138	6.85086691203055	-11.2203860964241	7.0177663778078e-21	5.62152327555646e-19	36.895860451042
"SQLE"	2.38818899045208	7.54690812100351	11.2184469964041	7.09659353279981e-21	5.64546251040316e-19	36.8848234548393
"CHD4"	0.672915697334359	8.78113904304149	11.2169437371708	7.15831186894634e-21	5.6555566718011e-19	36.8762671930222
"NRBP1"	0.881833153869004	8.51271907561295	11.2031190438156	7.75167521716277e-21	6.0826920836716e-19	36.7975801324838
"SIAE"	-1.09775707987168	6.60031664654519	-11.1520917367958	1.04003311820285e-20	8.10593379626342e-19	36.5071525419727
"FXYD1"	-2.28400084041806	5.72167818846632	-11.1473742814223	1.06868143151572e-20	8.27331564599585e-19	36.4803034329361
"SORT1"	1.50958152256687	7.56018069796774	11.1441253815056	1.08886896313341e-20	8.37340232649591e-19	36.4618126095688
"SULT1A2"	-2.03413355405809	5.91109625216045	-11.1420968086607	1.10166671066034e-20	8.41571225660064e-19	36.4502672075179
"CMIP"	0.847653288607028	7.65597043725784	11.1379597034127	1.12823465352793e-20	8.56196495292411e-19	36.4267214168743
"PCGF2"	1.3020935227487	6.48482517919292	11.1322117788576	1.16621367781151e-20	8.79233645330445e-19	36.3940080759901
"CS"	1.0322430496726	8.68195593892694	11.124060907798	1.22227170961353e-20	9.15513257817666e-19	36.3476192183573
"GNAS"	0.851871946189259	9.62290261508539	11.1208692393783	1.24494956407414e-20	9.26483433651302e-19	36.3294546999437
"USP46"	0.937117110412448	6.07747329523301	11.1145422396273	1.29115606532319e-20	9.54710590609169e-19	36.2934465447338
"OIT3"	-3.1360972000325	6.42624733182103	-11.1132244003814	1.30099401419787e-20	9.55857704061936e-19	36.2859465151277
"CFP"	-1.73357285513525	5.65234411463044	-11.1009105432219	1.39661919399718e-20	1.01962040523781e-18	36.2158671749144
"HDAC11"	1.3194754735145	5.37103820078158	11.0933011657679	1.45919177426576e-20	1.05860233434941e-18	36.1725621823074
"SERPINB8"	-2.31667453217062	5.89749854424692	-11.0857988335722	1.52362742836208e-20	1.09844014913479e-18	36.1298669353358
"VNN1"	-3.80429229632009	7.65314716891066	-11.0792485023458	1.58220839959645e-20	1.13358844033199e-18	36.0925899223253
"SLC41A3"	0.805287898696311	6.63959415472686	11.0774518159897	1.59866646127171e-20	1.13830973029439e-18	36.0823653105322
"DVL2"	1.04423162610939	6.28177917501637	11.0758153027017	1.61380619976749e-20	1.14204015425264e-18	36.0730522436631
"PTK7"	2.10747407544355	6.54023814347057	11.0727104664645	1.64292477309188e-20	1.15555714985456e-18	36.0553833251015
"SRD5A1"	-1.57935062363919	7.3417191113184	-11.0681522984104	1.68662762854502e-20	1.17910604213738e-18	36.029444012373
"PUM1"	0.558431407125556	8.56765382429489	11.0566887267907	1.80174427754898e-20	1.24907697575876e-18	35.964208912735
"INPP1"	-1.61013105041476	6.34219106569156	-11.0560510850051	1.80837325489131e-20	1.24907697575876e-18	35.9605803642743
"SLC41A2"	-2.3961581524485	6.91616291191811	-11.0236336671919	2.17957074351846e-20	1.49650884086223e-18	35.7761130609056
"PTP4A3"	1.95226745000344	6.1659042739775	11.0075318724601	2.39135022093839e-20	1.63220265080026e-18	35.6844928037662
"GLT1D1"	-2.77154363212034	5.67100238047966	-10.9998196336935	2.49995280769902e-20	1.69629150804754e-18	35.6406109273314
"LRRC1"	1.37192972264276	5.35562956350587	10.9960799062414	2.55437650286471e-20	1.71439695610754e-18	35.619332551824
"SMIM14"	-1.34528561855157	8.51964289269977	-10.9951999178647	2.56735402946144e-20	1.71439695610754e-18	35.6143256057667
"CLEC4M"	-3.96269823692394	4.82952144336598	-10.994938369781	2.57122387001824e-20	1.71439695610754e-18	35.6128374551519
"SLPI"	-3.48177993850361	4.9345362871736	-10.990618114685	2.63599618962336e-20	1.74748368087962e-18	35.588256305648
"SDSL"	-1.88362030393146	5.87466583349717	-10.9882370793375	2.67238893629517e-20	1.76148607886656e-18	35.5747089390579
"ABHD5"	-1.08458291615647	6.26642642198302	-10.9633338898182	3.08446441049824e-20	2.02155096449416e-18	35.433022536068
"USP38"	-1.08938774130696	6.98160679051321	-10.9500252217502	3.3301343305399e-20	2.17023161032643e-18	35.3573070643441
"ASAP2"	1.06981860129835	6.26828953714802	10.9479219547191	3.37071047157143e-20	2.18433400503238e-18	35.3453414578097
"EHMT2"	1.3098437619883	6.44114922772749	10.9466545292933	3.39539982913494e-20	2.18804117480847e-18	35.3381310379557
"HABP2"	-2.93592708350959	8.40157305575594	-10.9282376658626	3.77524475766579e-20	2.41930268220416e-18	35.2333600858191
"PBX2"	0.771268631868454	8.06378827290606	10.8923774879309	4.64100803530936e-20	2.94321653519144e-18	35.0293741973846
"DHRS1"	-1.21682491675713	7.17979028916771	-10.8922720287618	4.64382669618416e-20	2.94321653519144e-18	35.0287743429128
"SPRYD4"	-1.06681216819779	7.41251053387676	-10.8811122184784	4.95197929555083e-20	3.12137055596606e-18	34.9652983005438
"PEA15"	1.07646796268109	8.71371065843413	10.879153306286	5.00814137385143e-20	3.13582866011253e-18	34.9541564338429
"CRHBP"	-2.91611491411751	6.38689668923757	-10.8784214250178	5.02928740460181e-20	3.13582866011253e-18	34.9499936722641
"KLHL2"	-1.07529859631946	6.08328792390825	-10.8740122279844	5.15858263237297e-20	3.19915326152807e-18	34.9249154696095
"MAPK13"	1.46551965509404	6.40060636150768	10.8695098371937	5.29403947411224e-20	3.26560135475319e-18	34.8993076211321
"TSPYL5"	-1.74829727462461	5.42492719647806	-10.8544628727246	5.77306038437534e-20	3.54214103903029e-18	34.8137294214066
"SHMT1"	-1.7511222259827	7.82250712851384	-10.845809728716	6.06790798126813e-20	3.70335018856761e-18	34.7645176757554
"FAM149A"	-1.61138090779174	5.30903422742093	-10.8427203700613	6.17678150831055e-20	3.74995656307169e-18	34.746948420736
"CCND2"	2.30435089423654	7.55574670417836	10.8411788713041	6.23183411224924e-20	3.76357102014633e-18	34.7381819602069
"TJP2"	-1.13058129680601	8.04438680310089	-10.8385858266871	6.3255497843831e-20	3.80027170639891e-18	34.7234355069541
"MPZL1"	1.156033713399	7.7257577765086	10.8363782749912	6.40644241079351e-20	3.8289281455183e-18	34.710881441991
"MAP4K4"	1.43212699453771	8.79794681388358	10.8305451946603	6.62519725870717e-20	3.93926032882408e-18	34.6777099868241
"SRC"	1.29817434398135	6.74948295044652	10.8224049089121	6.94301160623379e-20	4.08712492360494e-18	34.631419256002
"LDB1"	0.888794203020707	7.85290617232444	10.8223615074093	6.94474629411849e-20	4.08712492360494e-18	34.6311724521423
"OXCT1"	1.84380523758453	4.89157257804499	10.8178141649056	7.12891714267117e-20	4.17421620511228e-18	34.6053141048742
"ACLY"	1.22645245537863	8.14557462516012	10.8160998152678	7.19960964456308e-20	4.19431804293107e-18	34.5955656249011
"CTNNB1"	0.841877184271089	9.98464790628756	10.7947943184917	8.13887396245423e-20	4.70926150609803e-18	34.4744198735113
"RUNDC3B"	-2.41761617171421	4.74115721870657	-10.7942338548657	8.16516949475168e-20	4.70926150609803e-18	34.4712331551291
"TARBP1"	1.28237811013833	7.14021499659311	10.7826857887514	8.72627652363499e-20	5.00784078110098e-18	34.4055741915563
"PZP"	-2.85936212195038	5.16789859251873	-10.7768646398677	9.02356442869977e-20	5.15281265767584e-18	34.372478094806
"RNF157"	1.86643868071965	4.91761313012818	10.7605722363652	9.91053081892925e-20	5.63142724119945e-18	34.2798523990382
"GLRX"	-1.30371258341886	7.20430767760886	-10.7593968093975	9.97779318606529e-20	5.64185511770898e-18	34.2731701211997
"ARHGEF2"	1.08716974482931	6.85508374835095	10.7545041267489	1.02627074012671e-19	5.76548927334345e-18	34.2453557161822
"AGL"	-1.45097288556593	7.06450052591552	-10.7539343847563	1.02964091054075e-19	5.76548927334345e-18	34.2421168321717
"FAHD2A"	-1.12061092543099	6.7736580257066	-10.738299639692	1.12656762575929e-19	6.27775727687602e-18	34.1532394525018
"AXIN2"	2.18287994581924	6.26407538756106	10.7231846548416	1.22893057469033e-19	6.81524720146779e-18	34.067323112902
"BACH2"	-1.4385053657711	5.09450790079571	-10.7219485922324	1.23770165933603e-19	6.83104719638333e-18	34.0602973911617
"APBA1"	-1.75321515595055	5.68566720389995	-10.7146416471424	1.29084449535068e-19	7.0904244066048e-18	34.0187659499853
"SEC14L2"	-1.96795816293185	7.13772369309095	-10.7110895400134	1.31749629805123e-19	7.20252123128954e-18	33.9985769280176
"TUBG2"	1.02087861102678	5.9927759171421	10.6960594031083	1.43649087341777e-19	7.81600104946883e-18	33.9131545972489
"SPATS2"	1.02426076045791	5.91250406949744	10.6800951354681	1.57466221557802e-19	8.52757213929222e-18	33.8224306048575
"HSP90AB1"	1.05860090222217	10.9021830035062	10.6715965124518	1.65355560361203e-19	8.9129737792826e-18	33.7741366047189
"CYP4V2"	-1.70703031519668	8.32213764948039	-10.66197975834	1.74760172671406e-19	9.37608647332406e-18	33.7194914612457
"USP2"	-1.79502274602709	5.53751263920035	-10.6576671739027	1.791494093658e-19	9.55266825579242e-18	33.6949870720187
"NRG1"	-2.84749767960394	4.9023085102933	-10.6571261584334	1.79707759991934e-19	9.55266825579242e-18	33.6919130281835
"BLNK"	-1.85907307637795	6.49408292666969	-10.6548937279337	1.82030170794528e-19	9.59438678194371e-18	33.6792284819186
"ZNRF3"	1.6632415847306	7.6848298257206	10.6547734849077	1.82156107953678e-19	9.59438678194371e-18	33.6785452722377
"RHOA"	0.667876860748606	10.244076984776	10.6505365472174	1.86649703489857e-19	9.78638331707046e-18	33.654471682897
"RHNO1"	1.15182471693765	6.09507843138608	10.637755387838	2.00887230636399e-19	1.04852226488274e-17	33.5818547422031
"CD34"	1.76366302928456	6.91099068391439	10.631802299226	2.07884136180161e-19	1.08015473461178e-17	33.5480337339003
